,dier,Sc,lmh,SpAc,stimulus,stimulus_recoded_01,resp,correct,rt,subj_idx,CE,SC,CE_c,SC_c,CE_squared,SC_squared
20959,D,2,med,Sp,1,1,1,1,0.253,ppn8,1.0399132188,0.8382227558,-0.0540633607,-0.0858515267,0.002922847,0.0073704846
20960,D,2,med,Sp,1,1,1,1,0.284,ppn8,0.7081061496,0.9663199138,-0.3858704299,0.0422456313,0.1488959886,0.0017846934
20961,D,2,med,Sp,1,1,1,1,0.236,ppn8,0.8035017823,0.9758644646,-0.2904747972,0.0517901821,0.0843756078,0.002682223
20962,nD,2,med,Sp,2,0,1,0,0.256,ppn8,0.6926714935,0.8483558565,-0.401305086,-0.075718426,0.161045772,0.00573328
20963,nD,2,med,Sp,2,0,1,0,0.42,ppn8,0.7496672947,0.9169344869,-0.3443092848,-0.0071397956,0.1185488836,5.09766816294E-05
20964,D,2,med,Sp,1,1,1,1,0.535,ppn8,1.2355003855,0.8585817209,0.141523806,-0.0654925616,0.0200289877,0.0042892756
20965,D,2,med,Sp,1,1,1,1,0.085,ppn8,0.8137959736,0.8604367318,-0.2801806059,-0.0636375507,0.0785011719,0.0040497379
20966,D,2,med,Sp,1,1,1,1,0.25,ppn8,1.3533811796,0.9268432735,0.2594046001,0.002768991,0.0672907466,7.66731099534E-06
20967,nD,2,med,Sp,2,0,1,0,0.231,ppn8,1.002932715,0.8114199558,-0.0910438645,-0.1126543267,0.0082889853,0.0126909973
20968,D,2,med,Sp,1,1,1,1,0.173,ppn8,1.2186622567,0.9621306345,0.1246856772,0.038056352,0.0155465181,0.0014482859
20969,nD,2,med,Sp,2,0,1,0,0.162,ppn8,1.3104786841,0.8313624959,0.2165021046,-0.0927117866,0.0468731613,0.0085954754
20970,D,2,med,Sp,1,1,0,0,0.502,ppn8,1.2004845005,0.8271218443,0.106507921,-0.0969524382,0.0113439372,0.0093997753
20971,D,2,med,Sp,1,1,0,0,0.308,ppn8,0.8600122399,0.9608028358,-0.2339643396,0.0367285533,0.0547393122,0.0013489866
20972,D,2,med,Sp,1,1,0,0,0.18,ppn8,1.2878852966,0.9342611995,0.1939087171,0.010186917,0.0376005906,0.0001037733
20973,nD,2,med,Sp,2,0,0,1,0.343,ppn8,0.9989476302,0.9800380726,-0.0950289493,0.0559637901,0.0090305012,0.0031319458
20974,D,2,med,Sp,1,1,0,0,0.197,ppn8,1.0201878984,0.9818335883,-0.0737886811,0.0577593058,0.0054447695,0.0033361374
20975,nD,2,med,Sp,2,0,0,1,0.179,ppn8,0.6918087201,0.9482296268,-0.4021678594,0.0241553443,0.1617389871,0.0005834807
20976,nD,2,med,Sp,2,0,0,1,0.292,ppn8,1.4631578291,0.9334650107,0.3691812496,0.0093907282,0.1362947951,8.81857755743E-05
20977,D,2,med,Sp,1,1,0,0,0.272,ppn8,0.7285727726,0.7530290195,-0.3654038069,-0.171045263,0.1335199421,0.029256482
20978,nD,2,med,Sp,2,0,0,1,0.263,ppn8,0.6828627481,0.8917540561,-0.4111138314,-0.0323202264,0.1690145823,0.001044597
20979,D,2,med,Sp,1,1,0,0,0.692,ppn8,1.0846589239,0.9462756171,-0.0093176556,0.0222013346,8.68187053119E-05,0.0004928993
20980,nD,2,med,Sp,2,0,0,1,0.193,ppn8,0.8092546744,0.8669034741,-0.2847219051,-0.0571708084,0.0810665632,0.0032685013
20981,nD,2,med,Sp,2,0,0,1,0.272,ppn8,1.3781511137,0.9657695936,0.2841745342,0.0416953111,0.0807551659,0.001738499
20982,nD,2,med,Sp,2,0,0,1,0.346,ppn8,1.226833628,0.9391119348,0.1328570485,0.0150376523,0.0176509953,0.000226131
20983,nD,2,med,Sp,2,0,0,1,0.18,ppn8,1.2296413294,0.911251744,0.1356647499,-0.0128225385,0.0184049244,0.0001644175
20984,nD,2,med,Sp,2,0,0,1,0.116,ppn8,1.4481388874,0.8393871979,0.3541623079,-0.0846870846,0.1254309404,0.0071719023
20985,nD,2,med,Sp,2,0,0,1,0.362,ppn8,1.1717846744,0.8234538481,0.0778080949,-0.1006204344,0.0060540996,0.0101244718
20986,nD,2,med,Sp,2,0,0,1,0.226,ppn8,0.9554840897,0.9642365998,-0.1384924898,0.0401623173,0.0191801697,0.0016130117
20987,nD,2,med,Sp,2,0,0,1,0.286,ppn8,1.0636861975,0.7800000587,-0.030290382,-0.1440742238,0.0009175072,0.020757382
20988,D,2,med,Sp,1,1,0,0,0.202,ppn8,0.7093900106,0.9273392142,-0.3845865689,0.0032649317,0.147906829,1.06597788138E-05
20989,D,2,med,Sp,1,1,0,0,0.099,ppn8,1.1568774001,0.8256977012,0.0629008206,-0.0983765813,0.0039565132,0.0096779518
20990,nD,2,med,Sp,2,0,0,1,0.215,ppn8,0.7309151051,0.9489884857,-0.3630614744,0.0249142032,0.1318136342,0.0006207175
20991,nD,2,med,Sp,2,0,0,1,0.268,ppn8,0.8251448316,0.8281649804,-0.2688317479,-0.0959093021,0.0722705087,0.0091985942
20992,D,2,med,Sp,1,1,0,0,0.224,ppn8,1.1668769892,0.9756851201,0.0729004097,0.0516108376,0.0053144697,0.0026636786
20993,D,2,med,Sp,1,1,0,0,0.255,ppn8,0.739752459,0.8889097008,-0.3542241205,-0.0351645817,0.1254747275,0.0012365478
20994,D,2,med,Sp,1,1,0,0,0.223,ppn8,1.4520889012,0.8879792068,0.3581123217,-0.0360950757,0.128244435,0.0013028545
20995,nD,2,med,Sp,2,0,0,1,0.435,ppn8,1.0649310883,0.9362449868,-0.0290454912,0.0121707043,0.0008436406,0.000148126
20996,D,2,med,Sp,1,1,0,0,0.188,ppn8,1.4662889232,0.9554984626,0.3723123437,0.0314241801,0.1386164813,0.0009874791
20997,D,2,med,Sp,1,1,0,0,0.16,ppn8,0.676921166,0.8635881344,-0.4170554135,-0.0604861481,0.1739352179,0.0036585741
20998,D,2,med,Sp,1,1,0,0,0.259,ppn8,0.8035763631,0.9076528435,-0.2904002164,-0.016421439,0.0843322857,0.0002696637
20999,nD,2,med,Sp,2,0,0,1,0.234,ppn8,1.1652168014,0.8715696104,0.0712402219,-0.0525046721,0.0050751692,0.0027567406
21000,nD,2,med,Sp,2,0,1,0,0.195,ppn8,0.7902432995,0.8386002017,-0.30373328,-0.0854740808,0.0922539054,0.0073058185
21001,nD,2,med,Sp,2,0,0,1,0.39,ppn8,0.9125348946,0.9719355834,-0.1814416849,0.0478613009,0.032921085,0.0022907041
21002,D,2,med,Sp,1,1,0,0,0.553,ppn8,1.3986876833,0.9327498295,0.3047111038,0.008675547,0.0928488568,7.52651152393E-05
21003,nD,2,med,Sp,2,0,1,0,0.568,ppn8,0.8604398396,0.9693918953,-0.2335367399,0.0453176128,0.0545394089,0.002053686
21004,nD,2,med,Sp,2,0,0,1,0.18,ppn8,1.4096792027,0.9422789695,0.3157026232,0.018204687,0.0996681463,0.0003314106
21005,nD,2,med,Sp,2,0,0,1,0.298,ppn8,0.7195729687,0.8238360329,-0.3744036108,-0.1002382496,0.1401780638,0.0100477067
21006,D,2,med,Sp,1,1,0,0,0.16,ppn8,1.0396620548,0.9048537371,-0.0543145247,-0.0192205454,0.0029500676,0.0003694294
21007,D,2,med,Sp,1,1,0,0,0.736,ppn8,0.8691660312,0.9295902297,-0.2248105483,0.0055159472,0.0505397826,3.0425673189E-05
21008,D,2,med,Sp,1,1,0,0,0.186,ppn8,1.5259393792,0.884375817,0.4319627997,-0.0396984655,0.1865918604,0.0015759682
21009,D,2,med,Sp,1,1,0,0,0.265,ppn8,1.4851857887,0.9653843614,0.3912092092,0.0413100789,0.1530446454,0.0017065226
21010,D,2,med,Sp,1,1,0,0,0.052,ppn8,0.7175040029,0.8648701576,-0.3764725766,-0.0592041249,0.1417316009,0.0035051284
21011,D,2,med,Sp,1,1,0,0,0.132,ppn8,1.0798041082,0.9056830728,-0.0141724713,-0.0183912097,0.0002008589,0.0003382366
21012,nD,2,med,Sp,2,0,0,1,0.29,ppn8,1.0498527139,0.8966698298,-0.0441238656,-0.0274044527,0.0019469155,0.000751004
21013,nD,2,med,Sp,2,0,0,1,0.139,ppn8,1.0624923011,0.986085023,-0.0314842784,0.0620107405,0.0009912598,0.0038453319
21014,nD,2,med,Sp,2,0,0,1,0.247,ppn8,0.7182845584,0.8246594574,-0.3756920211,-0.0994148251,0.1411444947,0.0098833075
21015,D,2,med,Sp,1,1,0,0,0.172,ppn8,0.9932133756,0.9039462536,-0.1007632039,-0.0201280289,0.0101532233,0.0004051375
21016,nD,2,med,Sp,2,0,0,1,0.134,ppn8,1.0455132061,0.9089172473,-0.0484633734,-0.0151570352,0.0023486986,0.0002297357
21017,D,2,med,Sp,1,1,1,1,0.26,ppn8,1.3807225871,0.8028132957,0.2867460076,-0.1212609868,0.0822232729,0.0147042269
21018,nD,2,med,Sp,2,0,1,0,0.159,ppn8,0.8011552578,0.9761855014,-0.2928213217,0.0521112189,0.0857443264,0.0027155791
21019,nD,2,med,Sp,2,0,0,1,0.109,ppn8,0.8011762489,0.9088827207,-0.2928003306,-0.0151915618,0.0857320336,0.0002307836
21020,D,2,med,Sp,1,1,0,0,0.149,ppn8,0.8493795531,0.9274084187,-0.2445970264,0.0033341362,0.0598277053,1.11164640042E-05
21021,nD,2,med,Sp,2,0,0,1,0.255,ppn8,1.4025512186,0.9323404895,0.3085746391,0.008266207,0.0952183079,6.8330177681E-05
21022,nD,2,med,Sp,2,0,0,1,0.273,ppn8,1.1764556796,0.9333754819,0.0824791001,0.0093011994,0.006802802,8.65123097319E-05
21023,nD,2,med,Sp,2,0,0,1,0.188,ppn8,1.3792287135,0.8612211298,0.285252134,-0.0628531527,0.08136878,0.0039505188
21024,nD,2,med,Sp,2,0,0,1,0.132,ppn8,0.6973572486,0.9302735466,-0.3966193309,0.0061992641,0.1573068936,3.84308750172E-05
21025,D,2,med,Sp,1,1,0,0,0.187,ppn8,1.3997937008,0.9290565431,0.3058171213,0.0049822606,0.0935241117,2.48229203935E-05
21026,nD,2,med,Sp,2,0,0,1,0.196,ppn8,1.1515018311,0.9868774513,0.0575252516,0.0628031688,0.0033091546,0.003944238
21027,D,2,med,Sp,1,1,0,0,0.203,ppn8,0.733428042,0.8257140303,-0.3605485375,-0.0983602522,0.1299952479,0.0096747392
21028,D,2,med,Sp,1,1,0,0,0.241,ppn8,1.155968876,0.8748462513,0.0619922965,-0.0492280312,0.0038430448,0.0024233991
21029,D,2,med,Sp,1,1,0,0,0.207,ppn8,1.3039609374,0.8352466169,0.2099843579,-0.0888276656,0.0440934306,0.0078903542
21030,D,2,med,Sp,1,1,0,0,0.225,ppn8,1.1577448785,0.980667436,0.063768299,0.0565931535,0.004066396,0.003202785
21031,nD,2,med,Sp,2,0,0,1,0.172,ppn8,1.4558284549,0.9305954664,0.3618518754,0.0065211839,0.1309367798,4.25258390743E-05
21032,D,2,med,Sp,1,1,0,0,0.222,ppn8,0.7505557679,0.8594346075,-0.3434208116,-0.064639675,0.1179378538,0.0041782876
21033,D,2,med,Sp,1,1,0,0,0.227,ppn8,0.7427593257,0.9519199161,-0.3512172538,0.0278456336,0.1233535593,0.0007753793
21034,D,2,med,Sp,1,1,0,0,0.224,ppn8,1.3487878726,0.97210699,0.2548112931,0.0480327075,0.0649287951,0.002307141
21035,nD,2,med,Sp,2,0,0,1,0.266,ppn8,1.045199106,0.9464677339,-0.0487774735,0.0223934514,0.0023792419,0.0005014667
21036,D,2,med,Sp,1,1,0,0,0.164,ppn8,1.5315850716,0.8902107089,0.4376084921,-0.0338635736,0.1915011924,0.0011467416
21037,nD,2,med,Sp,2,0,0,1,0.201,ppn8,1.1655798611,0.8745580368,0.0716032816,-0.0495162457,0.0051270299,0.0024518586
21038,nD,2,med,Sp,2,0,0,1,0.157,ppn8,1.5755165494,0.9358508025,0.4815399699,0.01177652,0.2318807426,0.0001386864
21039,nD,2,med,Sp,2,0,0,1,0.263,ppn8,0.7143727097,0.8835536289,-0.3796038698,-0.0405206536,0.1440990979,0.0016419234
21040,D,2,med,Sp,1,1,0,0,0.086,ppn8,0.7011322852,0.8456290528,-0.3928442943,-0.0784452297,0.1543266395,0.0061536541
21041,D,2,med,Sp,1,1,0,0,0.114,ppn8,1.1663624753,0.9072249661,0.0723858958,-0.0168493164,0.0052397179,0.0002838995
21042,nD,2,med,Sp,2,0,1,0,0.105,ppn8,1.2904818678,0.9503978571,0.1965052883,0.0263235746,0.0386143283,0.0006929306
21043,nD,2,med,Sp,2,0,1,0,0.19,ppn8,0.7348665497,0.9121679122,-0.3591100298,-0.0119063703,0.1289600135,0.0001417617
21044,nD,2,med,Sp,2,0,0,1,0.185,ppn8,1.3491701262,0.9299505927,0.2551935467,0.0058763102,0.0651237463,3.4531E-05
21045,D,2,med,Sp,1,1,0,0,0.208,ppn8,1.3688313566,0.8622408392,0.2748547771,-0.0618334433,0.0755451485,0.0038233747
21046,nD,2,med,Sp,2,0,0,1,0.69,ppn8,0.8737354307,0.8508542163,-0.2202411488,-0.0732200662,0.0485061636,0.0053611781
21047,D,2,med,Sp,1,1,0,0,0.234,ppn8,0.8774243751,0.9127226771,-0.2165522044,-0.0113516054,0.0468948572,0.0001288589
21048,nD,2,med,Sp,2,0,1,0,0.226,ppn8,1.0709070461,0.9148166064,-0.0230695334,-0.0092576761,0.0005322034,8.57045673166E-05
21049,nD,3,high,Sp,2,0,0,1,0.45,ppn8,1.2337586379,1.2768551248,0.1397820584,0.3527808423,0.0195390239,0.1244543227
21050,D,3,high,Sp,1,1,1,1,0.379,ppn8,1.3795575892,1.1132265949,0.2855810097,0.1891523124,0.0815565131,0.0357785973
21051,D,3,high,Sp,1,1,1,1,0.357,ppn8,1.5955391834,1.1732047174,0.5015626039,0.2491304349,0.2515650457,0.0620659736
21052,D,3,high,Sp,1,1,1,1,0.307,ppn8,1.0089618725,1.0520613534,-0.085014707,0.1279870709,0.0072275004,0.0163806903
21053,D,3,high,Sp,1,1,1,1,0.302,ppn8,1.3516283642,1.1473241971,0.2576517847,0.2232499146,0.0663844422,0.0498405244
21054,nD,3,high,Sp,2,0,0,1,0.364,ppn8,1.106837076,1.3040481021,0.0128604965,0.3799738196,0.0001653924,0.1443801036
21055,D,3,high,Sp,1,1,1,1,0.547,ppn8,1.421950196,1.1612250307,0.3279736165,0.2371507482,0.1075666931,0.0562404774
21056,D,3,high,Sp,1,1,1,1,0.476,ppn8,1.1574083606,1.1239322434,0.0634317811,0.1998579609,0.0040235909,0.0399432045
21057,nD,3,high,Sp,2,0,0,1,0.324,ppn8,1.4192016707,1.0637677075,0.3252250912,0.139693425,0.10577136,0.019514253
21058,D,3,high,Sp,1,1,1,1,0.638,ppn8,1.1923994148,1.060447519,0.0984228353,0.1363732365,0.0096870545,0.0185976596
21059,nD,3,high,Sp,2,0,1,0,0.364,ppn8,0.9225384448,1.0629220555,-0.1714381347,0.138847773,0.029391034,0.0192787041
21060,D,3,high,Sp,1,1,1,1,0.164,ppn8,1.2775523261,1.3435611574,0.1835757466,0.4194868749,0.0337000548,0.1759692382
21061,nD,3,high,Sp,2,0,1,0,0.363,ppn8,1.1877335222,1.0545064858,0.0937569427,0.1304322033,0.0087903643,0.0170125597
21062,nD,3,high,Sp,2,0,1,0,0.277,ppn8,1.0698541044,1.1020252486,-0.0241224751,0.1779509661,0.0005818938,0.0316665463
21063,D,3,high,Sp,1,1,1,1,0.747,ppn8,1.343420963,1.2394391889,0.2494443835,0.3153649064,0.0622225005,0.0994550242
21064,nD,3,high,Sp,2,0,1,0,0.144,ppn8,1.3700930479,1.0979648224,0.2761164684,0.1738905399,0.0762403041,0.0302379199
21065,nD,3,high,Sp,2,0,1,0,0.072,ppn8,1.2013574477,1.2253084522,0.1073808682,0.3012341697,0.0115306509,0.090742025
21066,D,3,high,Sp,1,1,1,1,0.284,ppn8,1.0791510421,1.1099815696,-0.0148255374,0.1859072871,0.0002197966,0.0345615194
21067,nD,3,high,Sp,2,0,1,0,0.618,ppn8,1.1578058695,1.1489008965,0.06382929,0.224826614,0.0040741783,0.0505470063
21068,nD,3,high,Sp,2,0,0,1,0.228,ppn8,0.932444481,1.1031143477,-0.1615320985,0.1790400652,0.0260926188,0.0320553449
21069,D,3,high,Sp,1,1,1,1,0.572,ppn8,1.0300998002,1.2339453467,-0.0638767793,0.3098710642,0.0040802429,0.0960200764
21070,nD,3,high,Sp,2,0,1,0,0.315,ppn8,1.1192292798,1.1697662806,0.0252527003,0.2456919981,0.0006376989,0.0603645579
21071,D,3,high,Sp,1,1,1,1,0.209,ppn8,1.4169198958,1.0685329103,0.3229433163,0.1444586278,0.1042923856,0.0208682951
21072,nD,3,high,Sp,2,0,1,0,0.231,ppn8,0.9897899452,1.121411985,-0.1041866343,0.1973377025,0.0108548548,0.0389421688
21073,D,3,high,Sp,1,1,1,1,0.21,ppn8,1.4831707576,1.1903283286,0.3891941781,0.2662540461,0.1514721083,0.070891217
21074,nD,3,high,Sp,2,0,1,0,0.285,ppn8,0.854773858,1.1247577099,-0.2392027215,0.2006834274,0.057217942,0.040273838
21075,nD,3,high,Sp,2,0,1,0,0.324,ppn8,1.4230578457,1.1592843471,0.3290812662,0.2352100646,0.1082944798,0.0553237745
21076,nD,3,high,Sp,2,0,1,0,0.247,ppn8,1.0977756769,1.241824914,0.0037990974,0.3177506315,1.44331412864E-05,0.1009654638
21077,D,3,high,Sp,1,1,1,1,0.237,ppn8,1.2954506462,1.3573931079,0.2014740667,0.4333188254,0.0405917996,0.1877652044
21078,D,3,high,Sp,1,1,1,1,0.519,ppn8,1.0466873566,1.1344683544,-0.0472892229,0.2103940719,0.0022362706,0.0442656655
21079,D,3,high,Sp,1,1,1,1,0.203,ppn8,1.1605619247,1.085620789,0.0665853452,0.1615465065,0.0044336082,0.0260972738
21080,nD,3,high,Sp,2,0,1,0,0.182,ppn8,1.5975730312,1.1777267248,0.5035964517,0.2536524423,0.2536093862,0.0643395615
21081,D,3,high,Sp,1,1,1,1,0.179,ppn8,1.6190521888,1.3045732911,0.5250756093,0.3804990086,0.2757043955,0.1447794955
21082,D,3,high,Sp,1,1,1,1,0.245,ppn8,1.0822171462,1.146389354,-0.0117594333,0.2223150715,0.0001382843,0.049423991
21083,D,3,high,Sp,1,1,1,1,0.181,ppn8,1.1407789816,1.2995162638,0.0468024021,0.3754419813,0.0021904648,0.1409566813
21084,nD,3,high,Sp,2,0,1,0,0.282,ppn8,0.994626514,1.0477720991,-0.0993500655,0.1236978166,0.0098704355,0.0153011498
21085,D,3,high,Sp,1,1,1,1,0.179,ppn8,1.5679468434,1.2985126385,0.4739702639,0.374438356,0.2246478111,0.1402040824
21086,nD,3,high,Sp,2,0,1,0,0.153,ppn8,1.2398098979,1.2026278852,0.1458333184,0.2785536027,0.0212673568,0.0775921096
21087,nD,3,high,Sp,2,0,1,0,0.188,ppn8,0.6774832683,1.0561171448,-0.4164933112,0.1320428623,0.1734666782,0.0174353175
21088,D,3,high,Sp,1,1,1,1,0.215,ppn8,1.4913691049,1.0617483578,0.3973925254,0.1376740753,0.1579208193,0.018954151
21089,D,3,high,Sp,1,1,1,1,0.176,ppn8,1.2535192889,1.2519587829,0.1595427094,0.3278845004,0.0254538761,0.1075082456
21090,nD,3,high,Sp,2,0,1,0,0.243,ppn8,1.3392227838,1.2065183187,0.2452462043,0.2824440362,0.0601457007,0.0797746336
21091,D,3,high,Sp,1,1,0,0,0.256,ppn8,0.8364140464,1.1415353483,-0.2575625331,0.2174610658,0.0663384584,0.0472893151
21092,nD,3,high,Sp,2,0,0,1,0.541,ppn8,0.9052480559,1.174317171,-0.1887285236,0.2502428885,0.0356184556,0.0626215032
21093,D,3,high,Sp,1,1,1,1,0.396,ppn8,1.2481958135,1.2923518904,0.154219234,0.3682776079,0.0237835721,0.1356283965
21094,D,3,high,Sp,1,1,1,1,0.205,ppn8,0.9827223577,1.1000834541,-0.1112542218,0.1760091716,0.0123775019,0.0309792285
21095,D,3,high,Sp,1,1,1,1,0.302,ppn8,0.7173329447,1.0557107278,-0.3766436348,0.1316364453,0.1418604276,0.0173281537
21096,D,3,high,Sp,1,1,0,0,0.238,ppn8,0.9283855893,1.092184271,-0.1655909902,0.1681099885,0.027420376,0.0282609682
21097,D,3,high,Sp,1,1,1,1,0.228,ppn8,1.2840318996,1.2208655879,0.1900553201,0.2967913054,0.0361210247,0.0880850789
21098,nD,3,high,Sp,2,0,0,1,0.436,ppn8,1.4108501047,1.2463361171,0.3168735252,0.3222618346,0.100408831,0.10385269
21099,nD,3,high,Sp,2,0,1,0,0.209,ppn8,0.9616093806,1.084570617,-0.1323671989,0.1604963345,0.0175210753,0.0257590734
21100,D,3,high,Sp,1,1,0,0,0.294,ppn8,1.3322724756,1.2134421535,0.2382958961,0.289367871,0.0567849341,0.0837337648
21101,D,3,high,Sp,1,1,0,0,0.24,ppn8,1.2011401624,1.2387671801,0.1071635829,0.3146928976,0.0114840335,0.0990316198
21102,D,3,high,Sp,1,1,1,1,0.29,ppn8,0.9099501796,1.2478895866,-0.1840263999,0.3238153041,0.0338657158,0.1048563512
21103,D,3,high,Sp,1,1,1,1,0.295,ppn8,0.8449106582,1.1087729924,-0.2490659213,0.1846987099,0.0620338331,0.0341136134
21104,nD,3,high,Sp,2,0,1,0,0.484,ppn8,0.839232687,1.0947003501,-0.2547438925,0.1706260676,0.0648944508,0.0291132549
21105,D,3,high,Sp,1,1,1,1,0.215,ppn8,1.250668176,1.2785931703,0.1566915965,0.3545188878,0.0245522564,0.1256836418
21106,nD,3,high,Sp,2,0,1,0,0.196,ppn8,1.0331829225,1.2676098119,-0.060793657,0.3435355294,0.0036958687,0.1180166599
21107,nD,3,high,Sp,2,0,1,0,0.429,ppn8,0.8869941525,1.1753020223,-0.206982427,0.2512277398,0.0428417251,0.0631153772
21108,D,3,high,Sp,1,1,1,1,0.296,ppn8,1.4453188933,1.0704783234,0.3513423138,0.1464040409,0.1234414215,0.0214341432
21109,D,3,high,Sp,1,1,1,1,0.185,ppn8,0.9426154964,1.0785564873,-0.1513610831,0.1544822048,0.0229101775,0.0238647516
21110,D,3,high,Sp,1,1,1,1,0.348,ppn8,1.0370103116,1.1017454467,-0.0569662679,0.1776711642,0.0032451557,0.0315670426
21111,nD,3,high,Sp,2,0,1,0,0.34,ppn8,0.7700638879,1.1067632993,-0.3239126916,0.1826890168,0.1049194318,0.0333752768
21112,D,3,high,Sp,1,1,1,1,0.282,ppn8,1.1241094654,1.334100866,0.0301328859,0.4100265835,0.0009079908,0.1681217992
21113,D,3,high,Sp,1,1,1,1,0.208,ppn8,1.5635428818,1.1781441835,0.4695663023,0.254069901,0.2204925123,0.0645515146
21114,nD,3,high,Sp,2,0,1,0,0.12,ppn8,0.9188490639,1.2080918729,-0.1751275156,0.2840175904,0.0306696467,0.0806659916
21115,D,3,high,Sp,1,1,1,1,0.269,ppn8,1.1066897262,1.2428895615,0.0127131467,0.318815279,0.0001616241,0.1016431821
21116,nD,3,high,Sp,2,0,0,1,0.253,ppn8,0.8780863507,1.1139597169,-0.2158902288,0.1898854344,0.0466085909,0.0360564782
21117,D,3,high,Sp,1,1,1,1,0.198,ppn8,1.2704958417,1.1329861814,0.1765192622,0.2089118989,0.0311590499,0.0436441815
21118,nD,3,high,Sp,2,0,1,0,0.298,ppn8,1.1441206369,1.2953475958,0.0501440574,0.3712733133,0.0025144265,0.1378438731
21119,nD,3,high,Sp,2,0,1,0,0.277,ppn8,1.5393522191,1.2190534116,0.4453756396,0.2949791291,0.1983594604,0.0870126866
21120,nD,3,high,Sp,2,0,1,0,0.403,ppn8,1.2870789985,1.2160374324,0.193102419,0.2919631499,0.0372885442,0.0852424809
21121,nD,3,high,Sp,2,0,0,1,0.544,ppn8,1.1572642088,1.1300795406,0.0632876293,0.2060052581,0.004005324,0.0424381664
21122,nD,3,high,Sp,2,0,1,0,0.274,ppn8,1.4239592937,1.0504821502,0.3299827142,0.1264078677,0.1088885917,0.015978949
21123,nD,3,high,Sp,2,0,1,0,0.239,ppn8,1.3776300255,1.1565413319,0.283653446,0.2324670494,0.0804592774,0.054040929
21124,nD,3,high,Sp,2,0,1,0,0.184,ppn8,1.2548082768,1.1614968961,0.1608316973,0.2374226136,0.0258668349,0.0563694974
21125,nD,3,high,Sp,2,0,0,1,0.341,ppn8,1.6337945966,1.2937433944,0.5398180171,0.3696691119,0.2914034916,0.1366552523
21126,D,3,high,Sp,1,1,0,0,0.26,ppn8,1.0566191427,1.1981184183,-0.0373574368,0.2740441358,0.0013955781,0.0751001884
21127,nD,3,high,Sp,2,0,1,0,0.178,ppn8,1.0535171951,1.1215248184,-0.0404593844,0.1974505359,0.0016369618,0.0389867141
21128,nD,3,high,Sp,2,0,1,0,0.211,ppn8,1.599399043,1.3828558627,0.5054224635,0.4587815802,0.2554518666,0.2104805383
21129,nD,3,high,Sp,2,0,1,0,0.214,ppn8,1.3590647263,1.2462674156,0.2650881468,0.3221931331,0.0702717256,0.103808415
21130,nD,3,high,Sp,2,0,0,1,0.186,ppn8,1.4798276388,1.1831248238,0.3858510593,0.2590505413,0.14888104,0.0671071829
21131,nD,3,high,Sp,2,0,0,1,0.182,ppn8,1.0975046576,1.1191069128,0.0035280781,0.1950326303,1.24473352949E-05,0.0380377269
21132,nD,3,high,Sp,2,0,0,1,0.207,ppn8,1.499416222,1.0497742749,0.4054396425,0.1256999924,0.1643813037,0.0158004881
21133,nD,3,high,Sp,2,0,0,1,0.057,ppn8,1.5469030587,1.174856183,0.4529264792,0.2507819005,0.2051423956,0.0628915616
21134,D,3,high,Sp,1,1,0,0,0.251,ppn8,1.2599332983,1.1059747999,0.1659567188,0.1819005174,0.0275416325,0.0330877982
21135,D,3,high,Sp,1,1,0,0,0.178,ppn8,1.5129271894,1.2928875474,0.4189506099,0.3688132649,0.1755196136,0.1360232243
21136,nD,3,high,Sp,2,0,0,1,0.299,ppn8,1.2700899893,1.3546752466,0.1761134098,0.4306009641,0.0310159331,0.1854171903
21137,D,3,high,Sp,1,1,0,0,0.328,ppn8,1.1100665662,1.2998353577,0.0160899867,0.3757610752,0.0002588877,0.1411963856
21138,nD,3,high,Sp,2,0,0,1,0.084,ppn8,1.5199176858,1.2949342764,0.4259411063,0.3708599939,0.1814258261,0.1375371351
21139,nD,3,high,Sp,2,0,0,1,0.203,ppn8,1.447034842,1.265716025,0.3530582625,0.3416417425,0.1246501367,0.1167190802
21140,D,3,high,Sp,1,1,0,0,1.174,ppn8,1.4548924864,1.1886421478,0.3609159069,0.2645678653,0.1302602919,0.0699961553
21141,D,3,high,Sp,1,1,0,0,0.191,ppn8,1.5262571669,1.214347576,0.4322805874,0.2902732935,0.1868665063,0.0842585849
21142,nD,3,high,Sp,2,0,0,1,0.189,ppn8,1.4561698346,1.1393709295,0.3621932551,0.215296647,0.1311839541,0.0463526462
21143,nD,3,high,Sp,2,0,0,1,0.319,ppn8,1.1791055005,1.2624885517,0.085128921,0.3384142692,0.0072469332,0.1145242176
21144,nD,3,high,Sp,2,0,0,1,0.191,ppn8,1.2500473369,1.2984653813,0.1560707574,0.3743910988,0.0243580813,0.1401686948
21145,D,3,high,Sp,1,1,0,0,0.126,ppn8,0.844255519,1.1255197173,-0.2497210605,0.2014454348,0.062360608,0.0405802632
21146,D,3,high,Sp,1,1,0,0,0.597,ppn8,1.3561659261,1.1599468805,0.2621893466,0.235872598,0.0687432535,0.0556358825
21147,D,3,high,Sp,1,1,0,0,0.242,ppn8,1.0023892148,1.1104122797,-0.0915873647,0.1863379972,0.0083882454,0.0347218492
21148,nD,3,high,Sp,2,0,0,1,0.175,ppn8,1.0215861844,1.1020326929,-0.0723903951,0.1779584104,0.0052403693,0.0316691958
21149,nD,3,high,Sp,2,0,0,1,0.801,ppn8,1.2599928901,1.2597983613,0.1660163106,0.3357240788,0.0275614154,0.1127106571
