,dier,Sc,lmh,SpAc,stimulus,stimulus_recoded_01,resp,correct,rt,subj_idx,CE,SC,CE_c,SC_c,CE_squared,SC_squared
22714,D,2,med,Sp,1,1,1,1,0.537,ppn5,0.1982722765,1.085620789,0.0011656616,0.1804346979,1.35876696187E-06,0.0325566802
22715,nD,2,med,Sp,2,0,0,1,0.332,ppn5,0.2195798309,1.0184727961,0.022473216,0.113286705,0.0005050454,0.0128338775
22716,D,2,med,Sp,1,1,0,0,0.301,ppn5,0.1853048851,0.9462756171,-0.0118017298,0.041089526,0.0001392808,0.0016883491
22717,D,2,med,Sp,1,1,1,1,0.321,ppn5,0.1708707737,1.0404873709,-0.0262358412,0.1353012798,0.0006883194,0.0183064363
22718,D,2,med,Sp,1,1,1,1,0.31,ppn5,0.1641008823,1.0031867767,-0.0330057326,0.0980006856,0.0010893784,0.0096041344
22719,nD,2,med,Sp,2,0,0,1,0.278,ppn5,0.1550211322,1.01341631,-0.0420854827,0.1082302189,0.0017711879,0.0117137803
22720,D,2,med,Sp,1,1,1,1,0.339,ppn5,0.2130186017,1.0305123987,0.0159119868,0.1253263076,0.0002531913,0.0157066834
22721,nD,2,med,Sp,2,0,1,0,0.396,ppn5,0.1746093473,0.9507847065,-0.0224972676,0.0455986154,0.000506127,0.0020792337
22722,nD,2,med,Sp,2,0,0,1,0.415,ppn5,0.1699236025,1.0477720991,-0.0271830124,0.142586008,0.0007389162,0.0203307697
22723,D,2,med,Sp,1,1,0,0,0.315,ppn5,0.2110678249,0.9411121007,0.01396121,0.0359260096,0.0001949154,0.0012906782
22724,D,2,med,Sp,1,1,1,1,0.307,ppn5,0.1788490073,1.027609528,-0.0182576076,0.1224234369,0.0003333402,0.0149874979
22725,nD,2,med,Sp,2,0,0,1,0.374,ppn5,0.1558989375,0.9719355834,-0.0412076774,0.0667494923,0.0016980727,0.0044554947
22726,nD,2,med,Sp,2,0,0,1,0.347,ppn5,0.1790577097,0.9256202034,-0.0180489052,0.0204341123,0.000325763,0.0004175529
22727,D,2,med,Sp,1,1,0,0,0.238,ppn5,0.2047534105,0.8746117569,0.0076467956,-0.0305743342,5.8473482923E-05,0.0009347899
22728,D,2,med,Sp,1,1,1,1,0.449,ppn5,0.1742905508,0.9818335883,-0.0228160641,0.0766474972,0.0005205728,0.0058748388
22729,nD,2,med,Sp,2,0,0,1,0.396,ppn5,0.1872936644,0.8398254314,-0.0098129505,-0.0653606597,9.6294E-05,0.0042720158
22730,D,2,med,Sp,1,1,1,1,0.463,ppn5,0.1808909996,0.9606896196,-0.0162156153,0.0555035285,0.0002629462,0.0030806417
22731,nD,2,med,Sp,2,0,0,1,0.344,ppn5,0.1942037394,0.9163554521,-0.0029028755,0.011169361,8.42668617807E-06,0.0001247546
22732,nD,2,med,Sp,2,0,0,1,0.331,ppn5,0.1575942669,0.9688044276,-0.039512348,0.0636183365,0.0015612256,0.0040472927
22733,nD,2,med,Sp,2,0,0,1,0.36,ppn5,0.2238842982,0.8313624959,0.0267776833,-0.0738235952,0.0007170443,0.0054499232
22734,nD,2,med,Sp,2,0,0,1,0.306,ppn5,0.2202074599,1.0343340421,0.023100845,0.129147951,0.000533649,0.0166791932
22735,D,2,med,Sp,1,1,1,1,0.271,ppn5,0.1649185554,0.9367347193,-0.0321880595,0.0315486282,0.0010360712,0.0009953159
22736,nD,2,med,Sp,2,0,0,1,0.321,ppn5,0.1593003234,1.1031143477,-0.0378062915,0.1979282566,0.0014293157,0.0391755947
22737,D,2,med,Sp,1,1,0,0,0.317,ppn5,0.1774345978,0.9215673564,-0.0196720171,0.0163812653,0.0003869883,0.0002683459
22738,D,2,med,Sp,1,1,1,1,0.292,ppn5,0.1977910078,0.980667436,0.0006843929,0.0754813449,4.68393639315E-07,0.0056974334
22739,nD,2,med,Sp,2,0,0,1,0.35,ppn5,0.174004734,0.7361481268,-0.0231018809,-0.1690379643,0.0005336969,0.0285738334
22740,nD,2,med,Sp,2,0,0,1,0.257,ppn5,0.1996785955,1.0826010285,0.0025719806,0.1774149374,6.6150841983E-06,0.03147606
22741,D,2,med,Sp,1,1,1,1,0.269,ppn5,0.1637987239,0.9631979882,-0.033307891,0.0580118971,0.0011094156,0.0033653802
22742,D,2,med,Sp,1,1,0,0,0.322,ppn5,0.1693583771,0.8996787218,-0.0277482378,-0.0055073693,0.0007699647,3.0331116974E-05
22743,nD,2,med,Sp,2,0,0,1,0.359,ppn5,0.2194707875,0.9839455863,0.0223641726,0.0787594952,0.0005001562,0.0062030581
22744,nD,2,med,Sp,2,0,0,1,0.32,ppn5,0.160374323,0.8960188067,-0.0367322919,-0.0091672844,0.0013492613,8.40391038821E-05
22745,nD,2,med,Sp,2,0,0,1,0.47,ppn5,0.1582685029,0.849331243,-0.038838112,-0.0558548481,0.0015083989,0.0031197641
22746,nD,2,med,Sp,2,0,0,1,0.336,ppn5,0.2092493822,0.9569269401,0.0121427673,0.051740849,0.0001474468,0.0026771155
22747,D,2,med,Sp,1,1,1,1,0.33,ppn5,0.1876623377,0.7687065363,-0.0094442772,-0.1364795548,8.91943718616E-05,0.0186266689
22748,D,2,med,Sp,1,1,1,1,0.349,ppn5,0.1973994834,0.9401615126,0.0002928685,0.0349754215,8.5771957327E-08,0.0012232801
22749,nD,2,med,Sp,2,0,0,1,0.4,ppn5,0.1749841683,0.8251769104,-0.0221224466,-0.0800091807,0.0004894026,0.006401469
22750,nD,2,med,Sp,2,0,1,0,0.304,ppn5,0.1990675232,0.8715696104,0.0019609083,-0.0336164807,3.84516135455E-06,0.0011300678
22751,nD,2,med,Sp,2,0,1,0,0.313,ppn5,0.1827756057,1.1020252486,-0.0143310092,0.1968391575,0.0002053778,0.0387456539
22752,nD,2,med,Sp,2,0,1,0,0.298,ppn5,0.212934033,0.876311251,0.0158274181,-0.0288748401,0.0002505072,0.0008337564
22753,D,2,med,Sp,1,1,1,1,0.392,ppn5,0.1755808977,1.112422895,-0.0215257172,0.2072368039,0.0004633565,0.0429470929
22754,D,2,med,Sp,1,1,1,1,0.283,ppn5,0.1537390407,0.9967286491,-0.0433675742,0.091542558,0.0018807465,0.0083800399
22755,nD,2,med,Sp,2,0,0,1,0.375,ppn5,0.17048101,0.8977883416,-0.0266256049,-0.0073977495,0.0007089228,5.47266981583E-05
22756,nD,2,med,Sp,2,0,0,1,0.371,ppn5,0.2051685903,0.8825817913,0.0080619754,-0.0226042998,6.49954473236E-05,0.0005109544
22757,nD,2,med,Sp,2,0,1,0,0.362,ppn5,0.1770520654,1.0292158241,-0.0200545495,0.124029733,0.000402185,0.0153833747
22758,nD,2,med,Sp,2,0,0,1,0.329,ppn5,0.2092165382,0.9005124076,0.0121099233,-0.0046736835,0.0001466502,2.184331777E-05
22759,nD,2,med,Sp,2,0,1,0,0.301,ppn5,0.1737900538,0.9755747509,-0.0233165611,0.0703886598,0.000543662,0.0049545634
22760,nD,2,med,Sp,2,0,1,0,0.406,ppn5,0.1745345497,0.67941461,-0.0225720652,-0.2257714811,0.0005094981,0.0509727617
22761,D,2,med,Sp,1,1,1,1,0.43,ppn5,0.1740069524,1.0160218859,-0.0230996625,0.1108357948,0.0005335944,0.0122845734
22762,D,2,med,Sp,1,1,1,1,0.356,ppn5,0.2153908593,0.7833068584,0.0182842444,-0.1218792327,0.0003343136,0.0148545474
22763,D,2,med,Sp,1,1,1,1,0.318,ppn5,0.1730411457,0.8112691523,-0.0240654692,-0.0939169388,0.0005791468,0.0088203914
22764,nD,2,med,Sp,2,0,0,1,0.416,ppn5,0.1991295489,0.8745580368,0.002022934,-0.0306280543,4.09226196169E-06,0.0009380777
22765,nD,2,med,Sp,2,0,0,1,0.398,ppn5,0.223869498,0.753932451,0.0267628831,-0.1512536401,0.0007162519,0.0228776637
22766,nD,2,med,Sp,2,0,0,1,0.275,ppn5,0.1524259583,0.936042036,-0.0446806566,0.0308559449,0.0019963611,0.0009520893
22767,nD,2,med,Sp,2,0,0,1,0.369,ppn5,0.1728264106,0.8785499542,-0.0242802043,-0.0266361369,0.0005895283,0.0007094838
22768,nD,2,med,Sp,2,0,0,1,0.321,ppn5,0.1827559399,0.901445655,-0.014350675,-0.0037404361,0.0002059419,1.39908624677E-05
22769,D,2,med,Sp,1,1,0,0,0.341,ppn5,0.189016576,0.8439917813,-0.0080900389,-0.0611943098,6.54487294302E-05,0.0037447436
22770,D,2,med,Sp,1,1,1,1,0.39,ppn5,0.217341206,0.765681047,0.0202345911,-0.1395050441,0.0004094387,0.0194616573
22771,nD,2,med,Sp,2,0,1,0,0.371,ppn5,0.1754831989,0.8733952042,-0.021623416,-0.0317908869,0.0004675721,0.0010106605
22772,D,2,med,Sp,1,1,1,1,0.318,ppn5,0.2110748844,0.8585817209,0.0139682695,-0.0466043702,0.0001951126,0.0021719673
22773,nD,2,med,Sp,2,0,0,1,0.384,ppn5,0.182955492,0.9148166064,-0.0141511229,0.0096305153,0.0002002543,9.27468243011E-05
22774,nD,2,med,Sp,2,0,0,1,0.317,ppn5,0.1866890738,0.7136945464,-0.0104175411,-0.1914915447,0.0001085252,0.0366690117
22775,D,2,med,Sp,1,1,1,1,0.343,ppn5,0.1566752842,0.8264496943,-0.0404313307,-0.0787363968,0.0016346925,0.0061994202
22776,nD,2,med,Sp,2,0,0,1,0.353,ppn5,0.2139874225,1.0252585108,0.0168808076,0.1200724197,0.0002849617,0.014417386
22777,D,2,med,Sp,1,1,1,1,0.317,ppn5,0.2098315293,0.7290584835,0.0127249144,-0.1761276076,0.0001619234,0.0310209342
22778,nD,2,med,Sp,2,0,0,1,0.338,ppn5,0.1790914473,0.9180890626,-0.0180151676,0.0129029715,0.0003245463,0.0001664867
22779,D,2,med,Sp,1,1,1,1,0.385,ppn5,0.1566137998,0.8629343905,-0.0404928151,-0.0422517006,0.0016396681,0.0017852062
22780,D,2,med,Sp,1,1,1,1,0.375,ppn5,0.1660405227,0.6798087482,-0.0310660922,-0.2253773429,0.0009651021,0.0507949467
22781,nD,2,med,Sp,2,0,0,1,0.35,ppn5,0.1815179034,0.986085023,-0.0155887115,0.0808989319,0.0002430079,0.0065446372
22782,D,2,med,Sp,1,1,1,1,0.403,ppn5,0.1844754805,0.9056830728,-0.0126311344,0.0004969817,0.0001595456,2.47E-07
22783,D,2,med,Sp,1,1,0,0,0.302,ppn5,0.1999266486,0.7123201288,0.0028200337,-0.1928659623,7.95259005984E-06,0.0371972794
22784,nD,2,med,Sp,2,0,0,1,0.616,ppn5,0.1988217645,0.9322545453,0.0017151496,0.0270684542,2.94173814473E-06,0.0007327012
22785,nD,2,med,Sp,2,0,0,1,0.487,ppn5,0.1636986272,0.9451051416,-0.0334079877,0.0399190505,0.0011160936,0.0015935306
22786,nD,2,med,Sp,2,0,1,0,0.28,ppn5,0.1644259599,0.7707787737,-0.032680655,-0.1344073174,0.0010680252,0.018065327
22787,nD,2,med,Sp,2,0,0,1,0.347,ppn5,0.2029143162,1.0545064858,0.0058077013,0.1493203947,3.37293943709E-05,0.0222965803
22788,D,2,med,Sp,1,1,1,1,0.294,ppn5,0.1955806744,0.9142856459,-0.0015259405,0.0090995548,2.32849441457E-06,8.28018969511E-05
22789,nD,2,med,Sp,2,0,0,1,0.305,ppn5,0.1571802748,1.0176128363,-0.0399263401,0.1124267452,0.0015941126,0.012639773
22790,D,2,med,Sp,1,1,1,1,0.373,ppn5,0.1916615093,1.0508652853,-0.0054451056,0.1456791942,2.96491750131E-05,0.0212224276
22791,D,2,med,Sp,1,1,1,1,0.299,ppn5,0.1779764055,0.8991724713,-0.0191302094,-0.0060136198,0.0003659649,3.61636235001E-05
22792,D,2,med,Sp,1,1,0,0,0.478,ppn5,0.1586068958,1.092184271,-0.0384997191,0.1869981799,0.0014822284,0.0349683193
22793,D,2,med,Sp,1,1,1,1,0.378,ppn5,0.2227707958,0.8352466169,0.0256641809,-0.0699394742,0.0006586502,0.0048915301
22794,D,2,med,Sp,1,1,1,1,0.384,ppn5,0.1699812087,1.1146728996,-0.0271254062,0.2094868085,0.0007357877,0.0438847229
22795,nD,2,med,Sp,2,0,0,1,0.392,ppn5,0.1632364474,0.9642365998,-0.0338701675,0.0590505087,0.0011471882,0.0034869626
22796,D,2,med,Sp,1,1,0,0,0.408,ppn5,0.1961633531,0.9802367293,-0.0009432618,0.0750506382,8.89742826448E-07,0.0056325983
22797,nD,2,med,Sp,2,0,0,1,0.319,ppn5,0.167873229,1.1155641581,-0.0292333859,0.210378067,0.0008545909,0.0442589311
22798,D,2,med,Sp,1,1,0,0,0.339,ppn5,0.1855609605,0.8673183608,-0.0115456544,-0.0378677303,0.0001333021,0.001433965
22799,D,2,med,Sp,1,1,1,1,0.157,ppn5,0.2088879236,0.9125195145,0.0117813087,0.0073334234,0.0001387992,5.37790982744E-05
22800,D,2,med,Sp,1,1,1,1,0.285,ppn5,0.1678555007,0.7798642952,-0.0292511142,-0.1253217959,0.0008556277,0.0157055525
22801,nD,2,med,Sp,2,0,0,1,0.366,ppn5,0.1878253698,0.9227595327,-0.0092812451,0.0175734416,8.61415106369E-05,0.0003088258
22802,nD,2,med,Sp,2,0,0,1,0.534,ppn5,0.200893106,0.8116221661,0.0037864911,-0.093563925,1.43375148379E-05,0.0087542081
22803,D,2,med,Sp,1,1,1,1,0.411,ppn5,0.1732284623,0.7354057415,-0.0238781526,-0.1697803496,0.0005701662,0.0288253671
22804,nD,2,med,Sp,2,0,0,1,0.389,ppn5,0.1848145838,1.0221889301,-0.0122920311,0.117002839,0.000151094,0.0136896643
22805,nD,2,med,Sp,2,0,0,1,0.392,ppn5,0.1670194161,0.9060029024,-0.0300871988,0.0008168113,0.0009052395,6.67180645316E-07
22806,D,2,med,Sp,1,1,0,0,0.35,ppn5,0.2081982312,0.9621306345,0.0110916163,0.0569445434,0.000123024,0.003242681
22807,nD,2,med,Sp,2,0,1,0,0.443,ppn5,0.2204680097,0.9503978571,0.0233613948,0.045211766,0.0005457548,0.0020441038
22808,nD,2,med,Sp,2,0,1,0,0.531,ppn5,0.22649345,0.7522385794,0.0293868351,-0.1529475117,0.0008635861,0.0233929413
22809,nD,2,med,Sp,2,0,0,1,0.431,ppn5,0.1713426473,0.8114199558,-0.0257639676,-0.0937661353,0.000663782,0.0087920881
22810,D,2,med,Sp,1,1,1,1,0.285,ppn5,0.1564785748,0.9367155514,-0.0406280401,0.0315294603,0.0016506376,0.0009941069
22811,D,2,med,Sp,1,1,1,1,0.299,ppn5,0.2263517833,0.7449759872,0.0292451684,-0.1602101039,0.0008552799,0.0256672774
22812,D,2,med,Sp,1,1,1,1,0.439,ppn5,0.184147602,0.9257421534,-0.0129590129,0.0205560623,0.000167936,0.0004225517
22813,nD,2,med,Sp,2,0,0,1,0.447,ppn5,0.1967244354,0.9868774513,-0.0003821795,0.0816913602,1.4606117148E-07,0.0066734783
22814,D,2,med,Sp,1,1,1,1,0.306,ppn5,0.1974875926,0.8748462513,0.0003809777,-0.0303398398,1.45144006642E-07,0.0009205059
22815,D,2,med,Sp,1,1,1,1,0.344,ppn5,0.1569354902,0.9746522322,-0.0401711247,0.0694661411,0.0016137193,0.0048255448
22816,D,2,med,Sp,1,1,1,1,0.401,ppn5,0.2037114448,1.060447519,0.0066048299,0.1552614279,4.36237779862E-05,0.024106111
22817,nD,2,med,Sp,2,0,1,0,0.404,ppn5,0.1587434178,0.79541193,-0.0383631971,-0.1097741611,0.0014717349,0.0120503665
22818,nD,2,med,Sp,2,0,1,0,0.372,ppn5,0.1786171673,0.9089172473,-0.0184894476,0.0037311562,0.0003418597,1.39215263399E-05
22819,nD,2,med,Sp,2,0,1,0,0.505,ppn5,0.2037696158,0.8752498541,0.0066630009,-0.029936237,4.43955809714E-05,0.0008961783
22820,nD,2,med,Sp,2,0,0,1,0.366,ppn5,0.2095942415,0.9391119348,0.0124876266,0.0339258437,0.0001559408,0.0011509629
22821,D,2,med,Sp,1,1,0,0,0.412,ppn5,0.1835738602,1.0439399222,-0.0135327547,0.1387538311,0.0001831354,0.0192526256
22822,D,2,med,Sp,1,1,1,1,0.304,ppn5,0.1745461811,0.8701497786,-0.0225604338,-0.0350363125,0.0005089732,0.0012275432
22823,D,2,med,Sp,1,1,1,1,0.314,ppn5,0.1571780062,1.0138270729,-0.0399286087,0.1086409818,0.0015942938,0.0118028629
22824,D,2,med,Sp,1,1,1,1,0.332,ppn5,0.2205422514,0.9657222447,0.0234356365,0.0605361536,0.0005492291,0.0036646259
22825,D,2,med,Sp,1,1,1,1,0.411,ppn5,0.1678992839,0.8986065364,-0.029207331,-0.0065795547,0.0008530682,4.32905404892E-05
22826,D,2,med,Sp,1,1,0,0,0.304,ppn5,0.2050927139,0.8271218443,0.007986099,-0.0780642468,6.37777772115E-05,0.0060940266
22827,nD,2,med,Sp,2,0,0,1,0.406,ppn5,0.1634937972,1.007726862,-0.0336128177,0.1025407709,0.0011298215,0.0105146097
22828,nD,2,med,Sp,2,0,0,1,0.361,ppn5,0.2050691712,0.8273214744,0.0079625563,-0.0778646167,6.34023028044E-05,0.0060628985
22829,D,2,med,Sp,1,1,1,1,0.408,ppn5,0.1776175472,0.9048537371,-0.0194890677,-0.000332354,0.0003798238,1.10459203488E-07
22830,D,2,med,Sp,1,1,1,1,0.316,ppn5,0.2056712476,0.8953934841,0.0085646327,-0.009792607,7.33529332577E-05,9.58951525097E-05
22831,D,2,med,Sp,1,1,1,1,0.3,ppn5,0.2221268924,1.0352596937,0.0250202775,0.1300736026,0.0006260143,0.0169191421
22832,nD,2,med,Sp,2,0,0,1,0.324,ppn5,0.1853689403,0.9544813317,-0.0117376746,0.0492952406,0.000137773,0.0024300207
22833,nD,2,med,Sp,2,0,0,1,0.346,ppn5,0.189587118,0.7236550417,-0.0075194969,-0.1815310494,5.65428336539E-05,0.0329535219
22834,nD,2,med,Sp,2,0,0,1,0.331,ppn5,0.2133708812,1.116794619,0.0162642663,0.2116085279,0.0002645264,0.0447781691
22835,D,2,med,Sp,1,1,0,0,0.393,ppn5,0.1963559394,0.7593750201,-0.0007506755,-0.145811071,5.63513708774E-07,0.0212608684
22836,D,2,med,Sp,1,1,1,1,0.298,ppn5,0.1992632519,0.9072249661,0.002156637,0.002038875,4.65108314266E-06,4.157E-06
22837,D,2,med,Sp,1,1,1,1,0.305,ppn5,0.1843639096,1.1099815696,-0.0127427053,0.2047954785,0.0001623765,0.041941188
22838,nD,2,med,Sp,2,0,0,1,0.387,ppn5,0.217151237,0.7268575452,0.0200446221,-0.1783285459,0.0004017869,0.0318010703
22839,D,2,med,Sp,1,1,1,1,0.296,ppn5,0.1754625158,0.7648824861,-0.0216440991,-0.140303605,0.000468467,0.0196851016
22840,nD,2,med,Sp,2,0,0,1,0.37,ppn5,0.2104440024,0.7198119158,0.0133373875,-0.1853741753,0.0001778859,0.0343635849
22841,D,2,med,Sp,1,1,1,1,0.277,ppn5,0.2115623805,0.8808898933,0.0144557656,-0.0242961978,0.0002089692,0.0005903052
22842,nD,2,med,Sp,2,0,0,1,0.411,ppn5,0.1936227058,0.8053470253,-0.0034839091,-0.0998390658,1.21376226285E-05,0.0099678391
22843,D,2,med,Sp,1,1,0,0,0.299,ppn5,0.1994327412,0.8079632521,0.0023261263,-0.097222839,5.41086355588E-06,0.0094522804
22844,nD,2,med,Sp,2,0,1,0,0.339,ppn5,0.1745294362,1.1020326929,-0.0225771787,0.1968466018,0.000509729,0.0387485846
22845,D,2,med,Sp,1,1,1,1,0.499,ppn5,0.1724029332,0.8846950104,-0.0247036817,-0.0204910807,0.0006102719,0.0004198844
22846,D,2,med,Sp,1,1,1,1,0.422,ppn5,0.2002762025,0.774170485,0.0031695876,-0.1310156061,1.00462855436E-05,0.0171650891
22847,D,2,med,Sp,1,1,1,1,0.331,ppn5,0.1917532985,0.8388827445,-0.0053533164,-0.0663033466,2.8658E-05,0.0043961338
22848,nD,2,med,Sp,2,0,0,1,0.382,ppn5,0.1650574011,0.7898328246,-0.0320492138,-0.1153532665,0.0010271521,0.0133063761
22849,nD,2,med,Sp,2,0,0,1,0.392,ppn5,0.185637855,0.8532612191,-0.0114687599,-0.051924872,0.0001315325,0.0026961923
22850,D,2,med,Sp,1,1,1,1,0.369,ppn5,0.1943276111,0.9725234707,-0.0027790038,0.0673373796,7.72286212957E-06,0.0045343227
22851,D,2,med,Sp,1,1,1,1,0.313,ppn5,0.1631998886,0.7662172176,-0.0339067263,-0.1389688735,0.0011496661,0.0193123478
22852,D,2,med,Sp,1,1,1,1,0.409,ppn5,0.1547334752,1.0222148558,-0.0423731397,0.1170287647,0.001795483,0.0136957318
22853,D,2,med,Sp,1,1,1,1,0.31,ppn5,0.1885718146,0.8243263578,-0.0085348003,-0.0808597333,7.2842816189E-05,0.0065382965
22854,D,2,med,Sp,1,1,1,1,0.366,ppn5,0.1772042793,0.8233315852,-0.0199023356,-0.0818545059,0.000396103,0.0067001601
22855,D,2,med,Sp,1,1,1,1,0.375,ppn5,0.2235269572,0.8614136864,0.0264203423,-0.0437724047,0.0006980345,0.0019160234
22856,nD,2,med,Sp,2,0,0,1,0.369,ppn5,0.189644914,0.8081525006,-0.0074617009,-0.0970335905,5.5677E-05,0.0094155177
22857,nD,2,med,Sp,2,0,0,1,0.429,ppn5,0.2015655086,0.7614729787,0.0044588937,-0.1437131124,1.98817330132E-05,0.0206534587
22858,nD,2,med,Sp,2,0,0,1,0.513,ppn5,0.2233625505,0.8837771733,0.0262559356,-0.0214089178,0.0006893742,0.0004583418
22859,nD,2,med,Sp,2,0,0,1,0.347,ppn5,0.2191171611,0.7563950939,0.0220105462,-0.1487909972,0.0004844641,0.0221387609
22860,nD,2,med,Sp,2,0,0,1,0.579,ppn5,0.2000720878,0.7060830572,0.0029654729,-0.1991030339,8.794E-06,0.0396420181
22861,D,2,med,Sp,1,1,1,1,0.295,ppn5,0.2189564813,1.0215613014,0.0218498664,0.1163752103,0.0004774167,0.0135431896
22862,nD,2,med,Sp,2,0,0,1,0.427,ppn5,0.1982293433,0.977594465,0.0011227284,0.0724083739,1.26051905647E-06,0.0052429726
22863,D,2,med,Sp,1,1,1,1,0.393,ppn5,0.1604538693,0.8421893424,-0.0366527456,-0.0629967487,0.0013434238,0.0039685904
22864,nD,3,high,Sp,2,0,0,1,0.442,ppn5,0.3507980315,1.0992050129,0.1536914166,0.1940189218,0.0236210515,0.037643342
22865,D,3,high,Sp,1,1,0,0,0.411,ppn5,0.3663738477,1.0369662547,0.1692672328,0.1317801636,0.0286513961,0.0173660115
22866,D,3,high,Sp,1,1,1,1,0.436,ppn5,0.3541600401,0.9101118112,0.1570534252,0.0049257201,0.0246657784,2.42627181749E-05
22867,nD,3,high,Sp,2,0,1,0,0.493,ppn5,0.2982840848,1.045309717,0.1011774699,0.1401236259,0.0102368804,0.0196346305
22868,nD,3,high,Sp,2,0,0,1,0.422,ppn5,0.2938126349,0.9181787536,0.09670602,0.0129926625,0.0093520543,0.0001688093
22869,nD,3,high,Sp,2,0,0,1,0.45,ppn5,0.2858529171,0.8340015607,0.0887463022,-0.0711845304,0.0078759062,0.0050672374
22870,D,3,high,Sp,1,1,1,1,0.342,ppn5,0.2567512846,0.7996342591,0.0596446697,-0.105551832,0.0035574866,0.0111411892
22871,D,3,high,Sp,1,1,1,1,0.393,ppn5,0.2812700846,0.8069329859,0.0841634697,-0.0982531052,0.0070834896,0.0096536727
22872,nD,3,high,Sp,2,0,0,1,0.47,ppn5,0.307820748,1.1149881445,0.1107141331,0.2098020534,0.0122576193,0.0440169016
22873,D,3,high,Sp,1,1,1,1,0.378,ppn5,0.2553500343,0.768480963,0.0582434194,-0.1367051281,0.0033922959,0.0186882921
22874,D,3,high,Sp,1,1,1,1,0.41,ppn5,0.2613061107,0.790451032,0.0641994958,-0.1147350591,0.0041215753,0.0131641338
22875,nD,3,high,Sp,2,0,0,1,0.637,ppn5,0.258431577,0.975733728,0.0613249621,0.0705476369,0.003760751,0.0049769691
22876,nD,3,high,Sp,2,0,0,1,0.408,ppn5,0.2629060122,0.7125490264,0.0657993973,-0.1926370647,0.0043295607,0.0371090387
22877,nD,3,high,Sp,2,0,0,1,0.306,ppn5,0.3803203974,1.0842858415,0.1832137825,0.1790997504,0.0335672901,0.0320767206
22878,D,3,high,Sp,1,1,1,1,0.41,ppn5,0.3287137829,1.0215400023,0.131607168,0.1163539112,0.0173204467,0.0135382326
22879,D,3,high,Sp,1,1,1,1,0.458,ppn5,0.326559467,0.8713568796,0.1294528521,-0.0338292115,0.0167580409,0.0011444156
22880,D,3,high,Sp,1,1,1,1,0.411,ppn5,0.3481105542,1.0049395495,0.1510039393,0.0997534584,0.0228021897,0.0099507525
22881,nD,3,high,Sp,2,0,0,1,0.403,ppn5,0.2946775058,0.9605945496,0.0975708909,0.0554084585,0.0095200788,0.0030700973
22882,nD,3,high,Sp,2,0,1,0,0.318,ppn5,0.310762687,1.053768972,0.1136560721,0.1485828809,0.0129177027,0.0220768725
22883,nD,3,high,Sp,2,0,0,1,0.413,ppn5,0.3079744621,0.9881353797,0.1108678472,0.0829492886,0.0122916795,0.0068805845
22884,nD,3,high,Sp,2,0,0,1,0.501,ppn5,0.3122439034,1.0813181585,0.1151372885,0.1761320674,0.0132565952,0.0310225052
22885,D,3,high,Sp,1,1,1,1,0.241,ppn5,0.3179015157,0.9510976598,0.1207949008,0.0459115687,0.0145914081,0.0021078721
22886,nD,3,high,Sp,2,0,0,1,0.346,ppn5,0.2857889739,0.936809312,0.088682359,0.0316232209,0.0078645608,0.0010000281
22887,nD,3,high,Sp,2,0,0,1,0.388,ppn5,0.2572005741,0.9403768994,0.0600939592,0.0351908083,0.0036112839,0.001238393
22888,D,3,high,Sp,1,1,1,1,0.402,ppn5,0.3040943102,1.08857239,0.1069876953,0.1833862989,0.0114463669,0.0336305346
22889,nD,3,high,Sp,2,0,0,1,0.462,ppn5,0.2561626928,1.0497742749,0.0590560779,0.1445881838,0.0034876203,0.0209057429
22890,nD,3,high,Sp,2,0,1,0,0.38,ppn5,0.3171672865,0.977925004,0.1200606716,0.0727389129,0.0144145649,0.0052909494
22891,nD,3,high,Sp,2,0,0,1,0.405,ppn5,0.3285080517,1.0560332947,0.1314014368,0.1508472036,0.0172663376,0.0227548788
22892,D,3,high,Sp,1,1,1,1,0.379,ppn5,0.3425364972,0.7864381545,0.1454298823,-0.1187479366,0.0211498507,0.0141010725
22893,nD,3,high,Sp,2,0,0,1,0.386,ppn5,0.3313051196,0.8364772676,0.1341985047,-0.0687088235,0.0180092387,0.0047209024
22894,D,3,high,Sp,1,1,1,1,0.377,ppn5,0.4744724479,1.09500077,0.277365833,0.1898146789,0.0769318053,0.0360296123
22895,nD,3,high,Sp,2,0,0,1,0.304,ppn5,0.2748083016,0.7514923472,0.0777016867,-0.1536937439,0.0060375521,0.0236217669
22896,D,3,high,Sp,1,1,1,1,0.259,ppn5,0.2870170408,1.1004830658,0.0899104259,0.1952969747,0.0080838847,0.0381409083
22897,D,3,high,Sp,1,1,1,1,0.303,ppn5,0.2529153746,1.1229789486,0.0558087597,0.2177928575,0.0031146177,0.0474337288
22898,D,3,high,Sp,1,1,1,1,0.311,ppn5,0.3065193376,0.8609788224,0.1094127227,-0.0442072687,0.0119711439,0.0019542826
22899,nD,3,high,Sp,2,0,0,1,0.302,ppn5,0.3653674052,1.0072285779,0.1682607903,0.1020424868,0.0283116936,0.0104126691
22900,D,3,high,Sp,1,1,1,1,0.308,ppn5,0.3408341006,0.9057648948,0.1437274857,0.0005788037,0.0206575901,3.35E-07
22901,D,3,high,Sp,1,1,1,1,0.369,ppn5,0.334864647,1.0615556687,0.1377580321,0.1563695776,0.0189772754,0.0244514448
22902,nD,3,high,Sp,2,0,1,0,0.328,ppn5,0.3505654166,1.1120456925,0.1534588017,0.2068596014,0.0235496038,0.0427908947
